식별 ID,수집한 플랫폼,수집한 종목,날짜,뉴스 제목,뉴스 내용
0001062348,네이버,삼성전자,2025-03-20T11:05:00+09:00,장초 상승 폭 줄인 코스피… 코스닥은 하락 전환,"삼성전자, 1.7%대 강세
원·달러 환율 1460원

20일 코스피지수가 장 초반 상승 폭을 줄이고 있다. 코스닥지수는 하락 전환하며 낙폭을 키우고 있다.

20일 오전 서울 중구 하나은행 딜링룸의 전광판에 이날 거래를 시작한 코스피와 원·달러 환율 거래가가 표시돼 있다. /연합뉴스

이날 오전 10시 55분 기준 코스피지수는 전 거래일 대비 10.86포인트(0.41%) 오른 2639.48을 기록하고 있다. 전날보다 0.78% 오른 채 문을 연 코스피지수는 점차 상승 폭을 줄이고 있다.

유가증권시장에서 외국인과 기관은 각각 960억원, 192억원을 사들이고 있고, 개인은 1432억원을 팔아치우고 있다.

유가증권시장 시가총액 상위 10개 종목은 혼조세를 보이고 있다. 시총 1위인 삼성전자가 1.71% 강세를 보이면서 지수 상승을 이끌고 있다.

SK하이닉스와 LG에너지솔루션도 각각 0.73%, 0.3% 오르고 있다. 반면 한화에어로스페이스(-2.78%)와 기아(-1.13%), 현대차(-0.25%) 등은 약세를 보이고 있다.

코스닥지수는 전날 대비 3.02포인트(0.41%) 하락한 735.33을 기록 중이다. 0.68% 상승 출발한 코스닥지수는 오전 10시를 기점으로 하락 전환했다. 코스닥시장에서는 외국인과 기관은 각각 383억원, 579억원을 순매도하는 가운데, 1127억원을 순매수 중이다.

코스닥 시총 상위 10개 종목은 약세를 보이고 있다. 코오롱티슈진이 11% 넘게 급락하고 있고, 알테오젠과 삼천당제약도 각각 3.82%, 2.94% 하락 중이다. 에코프로비엠은 0.36% 오르고 있고, 클래시스(2.44%)와 휴젤(1.82%)이 강세를 보이고 있다.

같은 시각 미 달러화에 대한 원화 환율은 전 거래일 대비 3.2원 하락한 1459.8원에 거래되고 있다."
0005108402,네이버,삼성전자,2025-03-20T11:05:00+09:00,"'관리의 삼성'이 어쩌다가…""반도체·스마트폰·TV까지 약세""","스마트폰 시장 점유율 하락세
TV 점유율 2017년 이후 최저
D램, 2014년 이후 최저 점유율
삼성전자 서초사옥. 사진=이솔 한국경제신문 기자
""AI(인공지능) 반도체 시장에 적절하게 대응하지 못했고 스마트폰, TV, 생활가전 등의 주요 제품이 압도적 시장 경쟁력을 확보하지 못하면서 주가도 시장 기대에 미치지 못했다. 기술경쟁력에 대한 시장 우려가 커지면서 주가 약세가 지속됐다.""

한종희 삼성전자 대표이사 부회장은 지난 19일 열린 정기주주총회에서 주주들에게 이처럼 사과했다.
스마트폰·TV·D램 점유율 '뚝'…""대응 늦어"" 고백
실제로 삼성전자는 주력 사업 전반에 걸쳐 위기를 겪고 있다. 20일 업계에 따르면 지난해 삼성전자 주요 제품의 시장 점유율이 하락했다. 삼성전자의 스마트폰 시장 점유율 수량 기준으로 전년보다 1.4%포인트 떨어진 18.3%를 기록했다. 2022년엔 21.7%였지만 이후 하락세다. 여러 시장조사업체들은 삼성전자와 애플의 지난해 출하량 점유율을 놓고 엇갈린 전망을 내놓을 정도로 애플과의 격차가 좁혀졌다.

TV 시장 점유율은 2017년 이후 최저치를 나타냈다. 삼성전자의 지난해 전 세계 TV 시장 점유율은 금액 기준 28.3%. 1년 전만 해도 30.1%를 차지했지만 20%대로 내려앉았다. 2021년부터 점유율을 소폭 확대하는 추세였지만 지난해 이 흐름이 멈췄다. 26.5% 점유율을 기록했던 2017년 이후 가장 낮다.

메모리 시장에서도 좀처럼 반등 기회를 만들지 못하고 있다. 금액 기준 D램 시장 점유율은 2022년 43.1%로 조사됐다. 이는 삼성전자가 마지막으로 30%대 점유율을 기록했던 2014년(39.6%) 이후 가장 낮은 성적이다.

또한 SK하이닉스보다 연간 영업이익이 뒤처졌고 대만 TSMC와의 격차는 벌어졌다. 특히 고대역폭메모리(HBM) 부문에서 경쟁사에 밀리는 상황. 디바이스솔루션(DS)부문장인 전영현 삼성전자 대표이사 부회장은 ""AI 반도체 시장에서 초기 대응이 좀 늦었다""며 자성했다.

한종희 삼성전자 대표이사 부회장이 지난 19일 오전 경기 수원시 영통구 수원컨벤션센터에서 열린 제56기 삼성전자 정기주주총회에서 인사말을 하고 있다. 사진=뉴스1
주주들 '5만전자' 성토에 이재용 회장 질책도
스마트폰용 디스플레이 패널도 부진한 성적에 머물러야 했다. 삼성전자가 공시를 통해 시장 점유율(금액 기준)을 명시하기 시작한 2017년(43.8%) 이후 가장 낮은 41.3%를 기록하는 데 그쳤다. 디지털 전장 부품인 '디지털 콕핏'도 금액 기준으로 점유율을 공시한 2021년(15%) 이후 최저인 12.5%로 조사됐다.

전날 주총에서 주주들이 주력 사업 부진과 '5만전자'를 성토하기 전에도 이미 질책이 쏟아졌다. 이재용 삼성전자 회장은 ""위기마다 작동하던 삼성 고유의 회복력이 보이지 않는다""고 꼬집은 것으로 전해졌다.

디바이스경험(DX)부문은 주총 직후 스마트폰, TV, 가전 등 모든 제품에 AI를 적용해 시장을 선도하겠단 구상을 내놨다. 모바일 제품엔 '갤럭시 AI'를 확대 적용하고 TV는 '차세대 AI 스크린'에 초점을 맞춰 영향력을 키울 계획이다.

노태문 삼성전자 모바일경험(MX)사업부장(사장)은 ""AI 적용을 플래그십 제품부터 보급형까지 확대하는 중으로 이달 말 어썸 인텔리전스를 본격적으로 출시할 것""이라고 했다. 점유율 1%에 머물러 있는 중국 시장과 관련해선 ""중국 전략의 기본 방향은 프리미엄 시장에 집중하는 것""이라고 설명했다.

지난 19일 오전 경기 수원 수원컨벤션센터에서 열린 삼성전자 제56기 정기 주주총회장 앞 전시공간에 인공지능(AI) 컴패니언 '볼리'가 기능을 시연하고 있다. 영상=김대영 기자
AI 확대 총력…'한종희·전영현' 투톱으로 돌파
냉장고, 세탁기, 에어컨 등 생활가전에선 AI 기반의 개인화된 사용경험을 제공해 만족도를 끌어올리겠다고 밝혔다. 사이니지 플랫폼 서비스, AI 홈 컴패니언 '볼리' 등 신규 사업 모델도 발굴한다. 로봇 사업에도 힘을 싣는다. 로봇 AI와 휴머노이드 분야에서 투자를 이어가기로 했다.
DS부문은 사업별 전략을 수립해 대응한다. 메모리는 선단 공정 기반 HBM 적기 개발로 차세대 AI 제품 경쟁력을 확보한다. 고성능·고용량 솔리드스테이트드라이브(SSD) 제품군도 확대한다. 시스템LSI사업부에선 시스템온칩(SoC) 성능 극대화로 차세대 플래그십 스마트폰 탑재를 노린다. 고화소 경쟁력을 갖춘 이미지 센서를 앞세워 신규 고객도 확보한다는 구상이다.

삼성전자는 '한종희·전영현' 투톱 체제를 띄웠다. 회사는 전날 주총 직후 이사회를 열어 지난해 11월 인사에서 대표이사 부회장에 위촉됐던 전 부회장을 공식 선임했다. 삼성전자는 부문별 사업 책임제를 확립한 만큼 사업경쟁력을 강화하는 데 전사 역량을 집중할 방침이다."
0015276412,네이버,삼성전자,2025-03-20T11:04:00+09:00,"코스피 장중 2,640선 부근서 제한적 상승…코스닥은 약세 전환","장 초반 반납한 상승분 회복 시도…외인·기관 순매수로 돌아서
삼성전자 장중 연고점 '터치'·방산주는 약세…코스닥 0.24% 내려


코스피 2,640대 상승세 출발, 코스닥도 올라
(서울=연합뉴스) 황광모 기자 = 20일 오전 서울 중구 하나은행 딜링룸의 전광판에 이날 거래를 시작한 코스피, 원/달러 환율, 코스닥 지수가 표시돼 있다.
코스피는 2,640대에서 강세로 출발했다 2,630대에서 숨 고르기 중이다. 코스닥 지수도 전장보다 740대에서 거래 중이다.
원/달러 환율은 전날보다 소폭 오른 1,450원 후반대에서 등락을 거듭하고 있다. 2025.3.20 hkmpooh@yna.co.kr


(서울=연합뉴스) 곽윤아 기자 = 코스피가 20일 장중 2,640선 부근에서 제한적인 상승세를 보이고 있다.

이날 오전 11시 1분 코스피 지수는 전장보다 12.5포인트(0.48%) 오른 2,641.12다.

지수는 전장 대비 19.54포인트(0.74%) 오른 2,648.16으로 출발했지만 상승폭을 조절하며 강보합으로 돌아섰다.

이후 상승분 회복에 나서고 있지만 윤석열 대통령 탄핵심판 선고 일정 불확실성 등의 영향으로 2,460선 부근에서 상방이 제한되는 분위기다.

유가증권시장에서 외국인과 기관이 각각 1천41억원, 178억원 매수 우위를 보이며 장중 순매수 전환했지만 규모는 크지 않다. 개인은 1천517억원 매도 우위다.

코스피200선물 시장에서는 외국인이 4천811억원 순매수 중이다.

삼성전자(1.71%)는 장중 5만9천700원까지 올라 연고점을 터치했다. SK하이닉스는 0.97% 오르고 있다.

LG에너지솔루션(0.3%), 삼성바이오로직스(0.19%), 셀트리온(0.27%), NAVER(0.36%) 등은 상승 중이고, 현대차(-0.25%), 기아(-1.24%) 등 대표 자동차주는 하락 중이다.

유럽연합(EU)의 방위비 지원책에 따른 혜택을 받지 못할 것이라는 전망이 나오는 가운데 한화에어로스페이스(-2.78%), 현대로템(-1.6%), LIG넥스원(-3.88%) 등 방산주가 약세다.

업종별로 보면 음식료·담배(2.04%), 화학(1.09%), 금속(3.42%) 건설(0.68%) 등이 상승하고 있고, 운송장비(-1.87%), 보험(-0.82%), 기계·장비(-1.5%) 등은 하락 중이다.

같은 시각 코스닥 지수는 전장보다 1.75포인트(0.24%) 내린 736.60이다.

지수는 전장 대비 4.71포인트(0.64%) 오른 743.06으로 출발했지만 상승분을 빠르게 반납, 이내 약세 전환했다.

코스닥시장에서 외국인과 기관이 각각 345억원, 568억원 순매도하고 있고 개인은 1천80억원 순매수 중이다.

알테오젠(-4.42%)이 이틀째 큰 폭으로 내리고 있고 삼천당제약(-1.83%), 코오롱티슈진(-10.68%), 리가켐바이오(-0.87%) 등 대장 바이오주가 하락 중이다.

에코프로비엠(0.36%), 에코프로(0.17%) 등 주요 이차전지주와 함께 클래시스(2.35%), HPSP(1.26%) 등은 강세다.

ori@yna.co.kr"
0005108400,네이버,삼성전자,2025-03-20T11:01:00+09:00,"6만전자 회복할까…코스피, 외인·기관 '사자' 속 2640선","/사진=ChatGPT 4o
코스피지수가 장중 강세다.

20일 오전 10시55분 현재 코스피지수는 11.78포인트(0.45%) 상승한 2640.4에 거래되고 있다.

외국인과 기관이 각각 920억원, 193억원 매수 우위다. 개인만 1410억원 매도 우위다.

유가증권시장에서 삼성전자는 1%대 강세다. 주가는 개장 이후 한때 5만9700원까지 올라 연고점을 경신했다. 올 들어 가장 높은 주가다. 이날 장중 일명 '6만전자'를 회복할 수 있을지 주목된다.

LG에너지솔루션과 KB금융 등도 1%대 강세다. POSCO홀딩스는 7% 넘게 상승하고 있다. 반면 한화에어로스페이스와 HD현대중공업은 3%대 약세다.

삼성SDI는 5% 오른 10만1500원에 거래되고 있다. 최주선 사장의 대규모 자사주 매입 소식에 따른 것으로 풀이된다.

이날 금융감독원 전자공시시스템에 따르면 최 사장은 정기 주주총회와 이사회를 통해 대표이사로 공식 선임된 전날 자사주 1000주를 장내 매입했다. 취득 단가는 주당 19만1500원으로, 총 매입 금액은 1억9150만원이다.

한편 코스닥지수는 약세로 돌아섰다. 지수는 2.94포인트(0.4%) 내린 735.41에 거래 중이다.

외국인과 기관이 각각 369억원, 585억원 매도 우위다. 개인만 1124억원 매수 우위다.

대장주 알테오젠은 3%대 약세다. 코오롱티슈진의 경우 8% 넘게 밀리고 있다. 반면 클래시스는 약 3% 오르고 있다. 파마리서치, 보로노이, HPSP는 1%대 강세다.

이날 코스닥시장에 입성한 화학공업기기 전문 기업 한텍은 기준가(1만800원) 대비 1만4700원(136.11%) 뛴 2만5500원에 거래 중이다. 같은날 코스닥에 데뷔한 티엑스알로보틱스는 기준가(1만3500원) 대비 74.81% 상승한 2만3600원에 거래되고 있다."
0005966712,네이버,삼성전자,2025-03-20T11:01:00+09:00,작년 삼성그룹 매출 400조 예상…삼성전자·중공업 매출 20%↑,"CXO연구소, 삼성 주요 계열사 2024년 매출 조사
삼성전자 1년새 매출 38조원 불어…22.7% ↑
[이데일리 김소연 기자] 지난해 삼성그룹 국내 계열사의 전체 매출은 400조원을 상회하리란 전망이 나온다. 지난 2022년(418조원) 이후 높은 매출 규모가 예상된다.

삼성전자(005930) 매출은 최근 1년 사이 20% 넘게 올랐고, 삼성중공업(010140) 역시 매출이 20% 이상 오르며 눈길을 끌었다. 삼성SDI(006400)는 15% 이상 떨어지며 희비가 엇갈렸다.

기업분석전문 한국CXO연구소는 20일 삼성 그룹 창립 87주년을 맞아 ‘주요 삼성 계열사 2024년 매출 현황 조사’를 한 결과를 발표했다. 조사 대상 기업은 지난해 5월 공정거래위원회에 보고된 60곳이 넘는 삼성 계열사 중 이달 19일까지 감사보고서와 사업보고서 등을 통해 매출 확인이 가능한 21곳이다. 이번에 조사된 21곳은 삼성 그룹 전체 매출의 95% 이상 차지하는 핵심 기업이다. 매출은 별도(개별) 재무제표 기준이다.

조사 결과 주요 삼성 계열사 21곳의 지난해 한 해 매출 규모는 388조원이었다. 아직 공시되지 않은 40여 곳 계열사까지 합치면 그룹 전체 매출 규모는 397조~402조원 사이가 될 것으로 연구소 측은 예상했다. 이는 지난 2022년 삼성 국내 계열사 전체 매출이 418조 원으로 최고치를 기록했을 때와 비교하면 두번째로 높은 매출 수준이다.

삼성전자는 별도 재무제표 기준 지난해 매출은 209조원으로, 200조원대 매출을 회복했다. 지난해 연결 기준 매출도 300조 8709억 원으로, 2022년(302조 2313억원) 다음으로 높았다. 지난해 삼성전자의 별도와 연결 기준 매출 모두 역대 최고를 기록했던 2022년 수준과 거의 비슷한 수준을 기록하며 매출 성적만 보면 실적 자신감을 회복했다.

삼성전자를 포함해 삼성 그룹 내 지난해 기준 매출 10조 클럽에는 7곳으로 집계됐다. 지난해 기준 삼성 그룹 내 매출 10조 클럽에는 삼성전자를 제외하고 △삼성생명보험 27조 174억원 △삼성디스플레이 25조 4014억원 △삼성물산(028260) 22조 9132억원 △삼성화재 21조 9664억원 △삼성SDI 16조 978억원 △삼성증권(016360) 12조 9366억원 순으로 파악됐다. 재작년 삼성 계열사 중 매출 2위였던 삼성디스플레이는 지난해는 3위로 한 단계 내려앉은 대신, 같은 기간 삼성생명은 3위에서 2위로 올랐다.

지난해 매출이 1조원을 넘은 삼성 주요 계열사 중에서 전년 대비 매출이 10% 이상 늘어난 곳은 7곳으로 집계됐다. 이중 삼성중공업은 매출이 7조 9072억원에서 9조 8674억원으로 24.8%나 증가했다. 연결 기준으로 보면 매출은 8조 94억원에서 9조 9030억원으로 23.6% 불었다.

삼성전자 역시 별도 기준 매출이 170조 3740억원에서 209조 522억원으로 22.7% 상승하며 20%대 매출 성장세를 보였다. 특히 삼성전자는 전년 대비 지난해 별도 기준 매출액 증가액이 38조 6781억원 이상 불어나 그 규모가 삼성 계열사 중에서는 가장 컸다. 연결 기준 삼성전자의 매출 증가율은 8.1%(258조 9354억 원→300조 8709억원) 수준을 기록했다.

그 외 △삼성바이오로직스(207940) 19%(2조 9387억원→3조 4971억원) △호텔신라(008770) 18.1%(2조 1527억원→2조 5428억원) △삼성웰스토리 11.9%(2조 5936억원→2조 9027억원) △삼성전기(009150) 11.8%(6조 7958억 원→7조 5985억원) △제일기획(030000) 11.6%(1조 2440억원→1조 3879억원) 순으로 최근 1년 새 매출 외형이 10% 넘게 증가했다. 이외 △삼성화재(000810)(8.1%) △삼성E&A(028050)(7.7%) △에스원(012750)(7.5%) △삼성생명(032830)(6.7%) △삼성SDS(5.4%) △삼성전자판매(5.1%) 등은 최근 1년 새 매출이 5% 이상 오른 것으로 나타났다.

반면 삼성SDI는 2023년 19조 1063억원이던 별도 기준 매출이 2024년에는 16조 978억원으로, 15.7%나 쪼그라들었다. 연결 기준 매출으로 보면 하락폭은 더 컸다. 연결 기준 매출이 2023년 21조 4367억원에서 2024년에는 16조 5922억원으로 22.6%나 줄었다. 이외 최근 1년 새 매출이 5% 넘게 떨어진 기업은 △삼성물산 6.4% △삼성디스플레이 6.2% 등이다.

매출과 별도로 삼성 그룹의 핵심 기업인 삼성전자의 최근 1년 영업손익도 2023년 11조 원 넘게 적자를 봤으나 지난해에는 12조 3610억원 이상 흑자로 돌아섰다. 하지만 지난 2015년부터 2024년 사이 10년을 놓고 보면 2023년 영업손익률이 6.8% 마이너스를 기록했던 때를 제외하면, 2024년이 가장 낮은 영업이익률을 보였다. 별도 기준 삼성전자의 매출 대비 영업이익 비중을 의미하는 영업이익률은 지난해 기준 5.9% 수준으로 나타났다. 매출 규모가 비슷했던 2022년(12%)과 비교하면 낮은 수준이다.

한국CXO연구소 오일선 소장은 “향후 삼성 국내 계열사 매출이 500조원 시대를 열려면 현재의 사업구조로는 향후 5년 내 달성하기에는 한계가 있어 기존 사업 이외에 신사업 육성이 절실하다”며 “삼성으로서는 매출 외형 성장과 함께 고부가가치의 영업내실을 탄탄히 다져나가는 것도 각 계열사 최고경영자(CEO)에게 중요한 과제”라고 말했다."
0000917572,네이버,삼성전자,2025-03-20T11:01:00+09:00,"이재용 ""삼성 SW 역량으로 청년들 미래에 투자""","역삼동 SSAFY 찾은 이재명 만나 설명해
""사회 공헌 떠나 미래에 투자한다는 마음""
이재명 ""삼성이 잘돼야 투자자도 살아"" 화답
이재용 삼성전자 회장이 20일 삼성청년소프트웨어아카데미(SSAFY)를 찾은 이재명 더불어민주당 대표에게 ""대한민국과 청년들의 미래에 투자한다는 마음으로 (SSAFY를) 꾸려왔다""고 말했다.

이 회장은 이날 서울 강남구 SSAFY 서울캠퍼스에서 열린 청년 취업 지원을 위한 현장 간담회에서 SSAFY에 대해 이 같이 소개했다.

더불어민주당 이재명 대표와 이재용 삼성전자 회장이 20일 서울 강남구 삼성 청년 소프트웨어 아카데미(SSAFY)에서 열린 '청년 취업 지원 현장 간담회'에 앞서 환담하고 있다. [사진=공동취재]


이 회장은 ""SSAFY를 간단하게 설명드리면 삼성의 소프트웨어 역량을 갖고 시작한 사회와의 동행""이라며 ""SSAFY에서 대한민국의 미래, 인공지능(AI)의 미래를 짊어질 청년들을 위해 방문해주셔서 정말 감사드린다""고 말했다.

SSAFY는 이 회장이 평소 강조했던 '같이 나누고 함께 성장하는 것이 세계 최고를 향한 길'이라는 동행 철학을 실천한 장소로 손꼽힌다.

이 대표는 ""기업이 잘돼야 나라가 잘 된다. 경제 성장의 견인차 역할을 삼성이 해달라""며 ""삼성이 잘 돼야 삼성에 투자한 사람들도 잘 살 수 있다""고 화답했다.

이재명 더불어민주당 대표가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 청년 취업 지원을 위한 현장 간담회에 참석했다. 이재명 대표가 로비에 마중나온 이재용 삼성전자 회장과 인사하고 있다. [사진=공동취재]


이 회장은 이날 오전 9시50분경 SSAFY 서울캠퍼스에 도착해 로비에서 이 대표를 직접 맞이했다.

이 대표는 이 회장에게 ""왜 나와 계시냐. 반갑다. 고생이 많으시다""며 악수를 청했다. 두 사람과 민주당 지도부는 함께 간담회장으로 이동했다.

재계에선 이 회장과 대권주자 1위 지지율을 기록하고 있는 이 회장의 만남에 주목해왔다. 이 회장이 재계의 숙원 법안인 주52시간 규제 완화가 포함된 '반도체 특별법' 등의 필요성을 이 대표에게 설명할 수 있다는 관측도 나왔다.

다만 이 회장과 이 대표 측 간의 비공개 회담 시간이 길지 않았던 만큼 심도 깊은 이야기가 오가진 않은 것으로 보인다."
0013130665,네이버,삼성전자,2025-03-20T11:00:00+09:00,환담장으로 향하는 이재명 민주당 대표-이재용 삼성전자 회장,[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표가 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 마중 나온 이재용 삼성전자 회장과 인사한 뒤 환담장으로 이동하고 있다. (공동취재) 2025.03.20. photo@newsis.com
0013130668,네이버,삼성전자,2025-03-20T11:00:00+09:00,밝은 표정으로 이재용 회장과 인사하는 이재명 대표,[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표가 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 마중 나온 이재용 삼성전자 회장과 인사하고 있다. (공동취재) 2025.03.20. photo@newsis.com
0000067521,네이버,삼성전자,2025-03-20T11:00:00+09:00,올해도 반도체 핵심 키워드는 HBM [한양경제],"SK하이닉스, HBM4 샘플 세계 최초 공급
엔비디아 루빈에 SK HBM4 탑재 유력
삼성전자, 하반기 HBM4 양산…""과오 되풀이 안해""
이 기사는 종합경제매체 한양경제 기사입니다

인공지능(AI) 시대가 본격화되면서 고성능 메모리에 대한 수요가 폭발적으로 증가하고 있다. 특히 AI 반도체의 핵심 부품으로 자리 잡은 고대역폭메모리(HBM)는 데이터 처리 속도와 전력 효율에서 기존 D램을 압도하며 반도체 산업의 중심으로 떠올랐다.

HBM 시장은 지난해 SK하이닉스가 5세대 HBM3E를 시장에 선보이며 엔비디아의 핵심 파트너로 자리 잡았다. SK하이닉스는 삼성 주총이 열리던 어제, 또 다시 세계 최초로 HBM4 12단 샘플을 공개했다. 삼성전자는 뒤늦게 HBM3E 공급망 진입을 시도했지만, 엔비디아의 인증을 받지 못한 상황에서 HBM4로의 전환을 준비하며 반격을 노리고 있다.

GTC 2025 행사장 내 SK하이닉스 전시 부스(HBM 섹션). SK하이닉스

SK하이닉스, HBM4 샘플 세계 최초 공급

HBM 시장에서 SK하이닉스의 리더십은 확고하다. 2022년 HBM3, 2023년 HBM3E 8단 및 12단을 연이어 세계 최초로 선보였으며, 2025년에는 HBM4 12단 샘플 공급까지 성사시키며 기술 선도 기업으로 자리매김했다. 특히 SK하이닉스가 선보인 HBM4는 초당 2테라바이트(TB) 이상의 데이터를 처리할 수 있으며, 12단 기준으로 세계 최대 용량인 36기가바이트(GB)를 구현했다.

SK하이닉스는 현재 이천과 청주 공장을 활용해 HBM4 양산 준비를 가속화하고 있다. 또, 세계 최대 반도체 위탁생산(파운드리) 기업인 TSMC와 협력해 베이스다이(Base Die) 성능을 개선하는 전략을 추진 중이다. HBM의 핵심 구성 요소 중 하나인 베이스다이는 GPU와 연결되어 메모리를 제어하는 역할을 한다. SK하이닉스는 HBM3E까지는 자체 공정으로 베이스다이를 생산했으나, HBM4부터는 TSMC의 선단 로직 공정을 도입해 성능을 더욱 향상시킬 계획이다.

젠슨 황 엔비디아 CEO가 GTC 2025에서 발표하고 있다. 연합뉴스

엔비디아 루빈에 SK HBM4 탑재 유력

HBM 시장에서 가장 중요한 고객사는 단연 엔비디아다. AI 반도체 시장을 선도하는 엔비디아는 지속적으로 고성능 메모리의 필요성을 강조해왔으며, SK하이닉스와의 협력 관계를 강화해 왔다. 젠슨 황 엔비디아 CEO는 18일 GTC 2025에서 차세대 AI 칩 ‘루빈’을 발표하며 본격적인 AI 반도체 경쟁을 예고했다. 특히 루빈은 처음으로 HBM4를 탑재하는 제품으로 알려졌으며, SK하이닉스가 엔비디아 요청에 따라 HBM4 공급 일정을 앞당긴 것으로 전해졌다. 이는 엔비디아와 SK하이닉스 간의 긴밀한 협력 관계를 보여주는 사례다.

삼성전자는 그동안 엔비디아의 HBM3E 공급망에 진입하지 못하며 어려움을 겪어왔다. 2024년부터 엔비디아에 HBM3E 8단 및 12단 제품을 공급하기 위해 품질 검증(퀄 테스트)을 진행했지만, 최종 승인을 받지 못한 것으로 알려졌다. 이러한 상황에서 삼성전자는 2025년 주주총회를 통해 HBM 전략을 공식화하며 반격을 준비하고 있다.

전영현 삼성전자 DS 부문 부회장이 제56기 삼성 정기주주총회에서 발언하고 있다. 삼성전자

삼성전자, 하반기 HBM4 양산…""과오 되풀이 안해""

삼성전자 반도체 사업을 담당하는 디바이스솔루션(DS) 부문 전영현 부회장은 “HBM 시장 초기 대응이 늦었지만, 조직 개편과 기술 개발을 통해 경쟁력을 회복할 것”이라고 밝혔다. 삼성전자는 HBM4를 2025년 하반기부터 양산할 계획을 세우고 있으며, AI 시장을 겨냥한 맞춤형(Custom) HBM 개발에도 박차를 가하고 있다.

현재 HBM 시장은 SK하이닉스, 삼성전자, 마이크론 등 3개 기업이 경쟁하는 구도로 형성되어 있다. 하지만 SK하이닉스가 HBM3E와 HBM4까지 연속으로 시장을 주도하면서 격차가 더욱 벌어지는 양상이다. 마이크론은 2년 내 HBM4 양산을 목표로 하고 있지만, 기술력과 생산 속도 면에서 SK하이닉스나 삼성전자보다 한 단계 뒤처져 있다는 평가를 받고 있다. 또한, 인텔과 AMD 등도 AI 반도체 시장에 적극 뛰어들면서 HBM 수요는 지속적으로 증가할 전망이다.

2025년 반도체 시장의 키워드는 단연 ‘HBM’이다. AI 시장의 성장과 함께 HBM에 대한 수요는 계속 증가할 것이며, SK하이닉스가 시장을 주도하는 흐름은 당분간 지속될 가능성이 크다. 삼성전자는 HBM4 양산과 맞춤형 HBM 개발을 통해 경쟁력을 회복하려 하고 있으며, 엔비디아를 비롯한 글로벌 AI 기업들은 HBM 확보를 위한 협력을 강화하고 있다. 반도체 기업들의 기술 경쟁이 치열해지면서 HBM 시장은 앞으로도 중요한 전장이 될 전망이다."
0001202603,네이버,삼성전자,2025-03-20T11:00:00+09:00,"삼성전자, '6만전자' 안착 시도…개미 손바뀜 '활발'","삼성전자가 연중 최고가를 기록하면서 '6만전자' 회복을 시도하고 있다.

20일 오전 10시53분 현재 삼성전자는 전거래일대비 1,000원(1.71%) 오른 5만9,500원을 기록중이다.

이 시각 현매 매수·매도 상위 창구에는 미래에셋증권이 올라와 있는데, 개인 투자자가 활발한 손바뀜이 진행중인 것으로 분석된다.

삼성전자는 최근 업황 회복 기대감이 일면서 지난 14일 5만4,700원을 찍고 반등 중이다.

삼성전자가 장중 주가 6만원을 회복하면 이는 지난해 10월23일(6만원) 이후 5개월여 만이다.

SK하이닉스 역시도 0.73% 상승세다.

대형 반도체주를 중심으로 오름세가 이어지면서 코스피지수 역시도 추가로 상승폭 확대를 타진하는 상황이다."
0013130652,네이버,삼성전자,2025-03-20T10:59:00+09:00,발언하는 이재용 삼성전자 회장,[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표가 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 이재용 삼성전자 회장과 환담하고 있다. (공동취재) 2025.03.20. photo@newsis.com
0013130651,네이버,삼성전자,2025-03-20T10:59:00+09:00,환담하는 이재명-이재용,[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표가 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 이재용 삼성전자 회장과 환담하고 있다. (공동취재) 2025.03.20. photo@newsis.com
0013130654,네이버,삼성전자,2025-03-20T10:59:00+09:00,이재명 대표 발언 듣는 이재용 회장,[서울=뉴시스] 김근수 기자 = 이재용 삼성전자 회장이 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 이재명 더불어민주당 대표의 발언을 듣고 있다. (공동취재) 2025.03.20. photo@newsis.com
0013130656,네이버,삼성전자,2025-03-20T10:59:00+09:00,환담 위해 이동하는 이재명-이재용,[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 환담을 하기 위해 이동하고 있다. (공동취재) 2025.03.20. photo@newsis.com
0013130646,네이버,삼성전자,2025-03-20T10:59:00+09:00,외투 벗는 이재명 대표,[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표가 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 이재용 삼성전자 회장과의 환담에 앞서 외투를 벗고 있다. (공동취재) 2025.03.20. photo@newsis.com
